0,0,0,25.554000,-72.388000,1.005629,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.029923,-0.153532
1,3,0,-29.932000,-79.217000,1.001766,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.062628,-0.122587
2,4,0,20.814000,-114.785000,1.001741,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.083391,-0.104057
3,6,0,-25.703000,-73.402000,1.016105,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.029479,0.000289
4,7,0,10.827000,-40.540000,1.016884,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.035173,-0.015280
5,8,0,-17.376000,-79.360000,1.001613,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.071967,-0.082722
6,9,0,42.181000,-80.108000,1.001924,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.072256,-0.083736
7,10,0,-3.842000,-34.036000,1.000333,0.000000,4592.530000,1944.700000,1.000000,0.000000,0.000000,1.089199,-0.102105
8,11,0,-36.555000,3.336000,0.997745,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.038355,0.033604
9,14,0,-29.944000,-95.676000,1.001834,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.018847,-0.178824
10,16,0,3.165000,-94.988000,1.003130,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.041183,-0.145372
11,17,0,-22.510000,-64.279000,0.991179,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.036942,-0.187303
12,24,0,45.972000,-127.017000,0.997524,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.017498,-0.179943
13,25,0,-5.998000,-107.966000,1.000741,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.015799,-0.184569
14,31,0,-47.677000,-5.040000,0.991109,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.023885,-0.179952
15,36,0,8.770000,-29.780000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.026807,-0.010118
16,37,0,29.502000,-68.609000,1.007619,0.005550,0.000000,0.000000,1.000000,0.000000,0.000000,1.005443,0.071795
17,38,0,68.383000,-83.539000,1.006933,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.005009,0.054883
18,42,0,-81.172000,-87.632000,0.992409,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.018313,-0.121231
19,67,0,-45.926000,29.667000,1.002887,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.006896,-0.069468
20,73,0,92.416000,-87.154000,1.000648,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000020,0.010825
21,74,0,120.875000,-53.536000,1.000291,0.000000,0.150000,0.000000,1.000000,0.000000,0.000000,0.999066,0.017084
22,78,0,129.591000,-8.746000,1.001774,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.035573,-0.069761
